"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - United Kingdom (UK)","Actual Total Load [MW] - United Kingdom (UK)"
"25.04.2024 20:00 - 25.04.2024 20:30","N/A","990"
"25.04.2024 20:30 - 25.04.2024 21:00","N/A","979"
"25.04.2024 21:00 - 25.04.2024 21:30","N/A","967"
"25.04.2024 21:30 - 25.04.2024 22:00","N/A","962"
"25.04.2024 22:00 - 25.04.2024 22:30","N/A","974"
"25.04.2024 22:30 - 25.04.2024 23:00","N/A","964"
"25.04.2024 23:00 - 25.04.2024 23:30","N/A","913"
"25.04.2024 23:30 - 26.04.2024 00:00","N/A","847"
"26.04.2024 00:00 - 26.04.2024 00:30","N/A","789"
"26.04.2024 00:30 - 26.04.2024 01:00","N/A","734"
"26.04.2024 01:00 - 26.04.2024 01:30","N/A","688"
"26.04.2024 01:30 - 26.04.2024 02:00","N/A","658"
"26.04.2024 02:00 - 26.04.2024 02:30","N/A","638"
"26.04.2024 02:30 - 26.04.2024 03:00","N/A","628"
"26.04.2024 03:00 - 26.04.2024 03:30","N/A","625"
"26.04.2024 03:30 - 26.04.2024 04:00","N/A","641"
"26.04.2024 04:00 - 26.04.2024 04:30","N/A","633"
"26.04.2024 04:30 - 26.04.2024 05:00","N/A","630"
"26.04.2024 05:00 - 26.04.2024 05:30","N/A","624"
"26.04.2024 05:30 - 26.04.2024 06:00","N/A","624"
"26.04.2024 06:00 - 26.04.2024 06:30","N/A","629"
"26.04.2024 06:30 - 26.04.2024 07:00","N/A","653"
"26.04.2024 07:00 - 26.04.2024 07:30","N/A","683"
"26.04.2024 07:30 - 26.04.2024 08:00","N/A","746"
"26.04.2024 08:00 - 26.04.2024 08:30","N/A","838"
"26.04.2024 08:30 - 26.04.2024 09:00","N/A","943"
"26.04.2024 09:00 - 26.04.2024 09:30","N/A","1012"
"26.04.2024 09:30 - 26.04.2024 10:00","N/A","1050"
"26.04.2024 10:00 - 26.04.2024 10:30","N/A","1068"
"26.04.2024 10:30 - 26.04.2024 11:00","N/A","1075"
"26.04.2024 11:00 - 26.04.2024 11:30","N/A","1061"
"26.04.2024 11:30 - 26.04.2024 12:00","N/A","1054"
"26.04.2024 12:00 - 26.04.2024 12:30","N/A","1050"
"26.04.2024 12:30 - 26.04.2024 13:00","N/A","1035"
"26.04.2024 13:00 - 26.04.2024 13:30","N/A","1015"
"26.04.2024 13:30 - 26.04.2024 14:00","N/A","1007"
"26.04.2024 14:00 - 26.04.2024 14:30","N/A","985"
"26.04.2024 14:30 - 26.04.2024 15:00","N/A","953"
"26.04.2024 15:00 - 26.04.2024 15:30","N/A","930"
"26.04.2024 15:30 - 26.04.2024 16:00","N/A","906"
"26.04.2024 16:00 - 26.04.2024 16:30","N/A","907"
"26.04.2024 16:30 - 26.04.2024 17:00","N/A","905"
"26.04.2024 17:00 - 26.04.2024 17:30","N/A","900"
"26.04.2024 17:30 - 26.04.2024 18:00","N/A","932"
"26.04.2024 18:00 - 26.04.2024 18:30","N/A","965"
"26.04.2024 18:30 - 26.04.2024 19:00","N/A","990"
"26.04.2024 19:00 - 26.04.2024 19:30","N/A","982"
"26.04.2024 19:30 - 26.04.2024 20:00","N/A","960"
"26.04.2024 20:00 - 26.04.2024 20:30","N/A","950"
"26.04.2024 20:30 - 26.04.2024 21:00","N/A","937"
"26.04.2024 21:00 - 26.04.2024 21:30","N/A","930"
"26.04.2024 21:30 - 26.04.2024 22:00","N/A","927"
"26.04.2024 22:00 - 26.04.2024 22:30","N/A","934"
"26.04.2024 22:30 - 26.04.2024 23:00","N/A","925"
"26.04.2024 23:00 - 26.04.2024 23:30","N/A","880"
"26.04.2024 23:30 - 27.04.2024 00:00","N/A","826"
"27.04.2024 00:00 - 27.04.2024 00:30","N/A","773"
"27.04.2024 00:30 - 27.04.2024 01:00","N/A","725"
"27.04.2024 01:00 - 27.04.2024 01:30","N/A","686"
"27.04.2024 01:30 - 27.04.2024 02:00","N/A","655"
"27.04.2024 02:00 - 27.04.2024 02:30","N/A","631"
"27.04.2024 02:30 - 27.04.2024 03:00","N/A","615"
"27.04.2024 03:00 - 27.04.2024 03:30","N/A","610"
"27.04.2024 03:30 - 27.04.2024 04:00","N/A","626"
"27.04.2024 04:00 - 27.04.2024 04:30","N/A","616"
"27.04.2024 04:30 - 27.04.2024 05:00","N/A","611"
"27.04.2024 05:00 - 27.04.2024 05:30","N/A","603"
"27.04.2024 05:30 - 27.04.2024 06:00","N/A","603"
"27.04.2024 06:00 - 27.04.2024 06:30","N/A","604"
"27.04.2024 06:30 - 27.04.2024 07:00","N/A","609"
"27.04.2024 07:00 - 27.04.2024 07:30","N/A","618"
"27.04.2024 07:30 - 27.04.2024 08:00","N/A","650"
"27.04.2024 08:00 - 27.04.2024 08:30","N/A","688"
"27.04.2024 08:30 - 27.04.2024 09:00","N/A","737"
"27.04.2024 09:00 - 27.04.2024 09:30","N/A","779"
"27.04.2024 09:30 - 27.04.2024 10:00","N/A","826"
"27.04.2024 10:00 - 27.04.2024 10:30","N/A","859"
"27.04.2024 10:30 - 27.04.2024 11:00","N/A","873"
"27.04.2024 11:00 - 27.04.2024 11:30","N/A","882"
"27.04.2024 11:30 - 27.04.2024 12:00","N/A","891"
"27.04.2024 12:00 - 27.04.2024 12:30","N/A","896"
"27.04.2024 12:30 - 27.04.2024 13:00","N/A","894"
"27.04.2024 13:00 - 27.04.2024 13:30","N/A","893"
"27.04.2024 13:30 - 27.04.2024 14:00","N/A","889"
"27.04.2024 14:00 - 27.04.2024 14:30","N/A","878"
"27.04.2024 14:30 - 27.04.2024 15:00","N/A","858"
"27.04.2024 15:00 - 27.04.2024 15:30","N/A","833"
"27.04.2024 15:30 - 27.04.2024 16:00","N/A","818"
"27.04.2024 16:00 - 27.04.2024 16:30","N/A","808"
"27.04.2024 16:30 - 27.04.2024 17:00","N/A","802"
"27.04.2024 17:00 - 27.04.2024 17:30","N/A","813"
"27.04.2024 17:30 - 27.04.2024 18:00","N/A","846"
"27.04.2024 18:00 - 27.04.2024 18:30","N/A","883"
"27.04.2024 18:30 - 27.04.2024 19:00","N/A","918"
"27.04.2024 19:00 - 27.04.2024 19:30","N/A","926"
"27.04.2024 19:30 - 27.04.2024 20:00","N/A","914"
"27.04.2024 20:00 - 27.04.2024 20:30","N/A","899"
"27.04.2024 20:30 - 27.04.2024 21:00","N/A","887"
"27.04.2024 21:00 - 27.04.2024 21:30","N/A","872"
"27.04.2024 21:30 - 27.04.2024 22:00","N/A","859"
"27.04.2024 22:00 - 27.04.2024 22:30","N/A","858"
"27.04.2024 22:30 - 27.04.2024 23:00","N/A","864"
"27.04.2024 23:00 - 27.04.2024 23:30","N/A","832"
"27.04.2024 23:30 - 28.04.2024 00:00","N/A","792"
"28.04.2024 00:00 - 28.04.2024 00:30","N/A","743"
"28.04.2024 00:30 - 28.04.2024 01:00","N/A","706"
"28.04.2024 01:00 - 28.04.2024 01:30","N/A","661"
"28.04.2024 01:30 - 28.04.2024 02:00","N/A","635"
"28.04.2024 02:00 - 28.04.2024 02:30","N/A","614"
"28.04.2024 02:30 - 28.04.2024 03:00","N/A","600"
"28.04.2024 03:00 - 28.04.2024 03:30","N/A","591"
"28.04.2024 03:30 - 28.04.2024 04:00","N/A","604"
"28.04.2024 04:00 - 28.04.2024 04:30","N/A","595"
"28.04.2024 04:30 - 28.04.2024 05:00","N/A","588"
"28.04.2024 05:00 - 28.04.2024 05:30","N/A","583"
"28.04.2024 05:30 - 28.04.2024 06:00","N/A","580"
"28.04.2024 06:00 - 28.04.2024 06:30","N/A","579"
"28.04.2024 06:30 - 28.04.2024 07:00","N/A","581"
"28.04.2024 07:00 - 28.04.2024 07:30","N/A","583"
"28.04.2024 07:30 - 28.04.2024 08:00","N/A","595"
"28.04.2024 08:00 - 28.04.2024 08:30","N/A","613"
"28.04.2024 08:30 - 28.04.2024 09:00","N/A","645"
"28.04.2024 09:00 - 28.04.2024 09:30","N/A","680"
"28.04.2024 09:30 - 28.04.2024 10:00","N/A","724"
"28.04.2024 10:00 - 28.04.2024 10:30","N/A","758"
"28.04.2024 10:30 - 28.04.2024 11:00","N/A","785"
"28.04.2024 11:00 - 28.04.2024 11:30","N/A","816"
"28.04.2024 11:30 - 28.04.2024 12:00","N/A","821"
"28.04.2024 12:00 - 28.04.2024 12:30","N/A","836"
"28.04.2024 12:30 - 28.04.2024 13:00","N/A","849"
"28.04.2024 13:00 - 28.04.2024 13:30","N/A","871"
"28.04.2024 13:30 - 28.04.2024 14:00","N/A","903"
"28.04.2024 14:00 - 28.04.2024 14:30","N/A","906"
"28.04.2024 14:30 - 28.04.2024 15:00","N/A","881"
"28.04.2024 15:00 - 28.04.2024 15:30","N/A","867"
"28.04.2024 15:30 - 28.04.2024 16:00","N/A","842"
"28.04.2024 16:00 - 28.04.2024 16:30","N/A","839"
"28.04.2024 16:30 - 28.04.2024 17:00","N/A","819"
"28.04.2024 17:00 - 28.04.2024 17:30","N/A","814"
"28.04.2024 17:30 - 28.04.2024 18:00","N/A","851"
"28.04.2024 18:00 - 28.04.2024 18:30","N/A","869"
"28.04.2024 18:30 - 28.04.2024 19:00","N/A","905"
"28.04.2024 19:00 - 28.04.2024 19:30","N/A","925"
"28.04.2024 19:30 - 28.04.2024 20:00","N/A","922"
"28.04.2024 20:00 - 28.04.2024 20:30","N/A","913"
"28.04.2024 20:30 - 28.04.2024 21:00","N/A","902"
"28.04.2024 21:00 - 28.04.2024 21:30","N/A","891"
"28.04.2024 21:30 - 28.04.2024 22:00","N/A","877"
"28.04.2024 22:00 - 28.04.2024 22:30","N/A","873"
"28.04.2024 22:30 - 28.04.2024 23:00","N/A","863"
"28.04.2024 23:00 - 28.04.2024 23:30","N/A","814"
"28.04.2024 23:30 - 29.04.2024 00:00","N/A","755"
"29.04.2024 00:00 - 29.04.2024 00:30","N/A","691"
"29.04.2024 00:30 - 29.04.2024 01:00","N/A","646"
"29.04.2024 01:00 - 29.04.2024 01:30","N/A","601"
"29.04.2024 01:30 - 29.04.2024 02:00","N/A","573"
"29.04.2024 02:00 - 29.04.2024 02:30","N/A","559"
"29.04.2024 02:30 - 29.04.2024 03:00","N/A","551"
"29.04.2024 03:00 - 29.04.2024 03:30","N/A","548"
"29.04.2024 03:30 - 29.04.2024 04:00","N/A","572"
"29.04.2024 04:00 - 29.04.2024 04:30","N/A","566"
"29.04.2024 04:30 - 29.04.2024 05:00","N/A","560"
"29.04.2024 05:00 - 29.04.2024 05:30","N/A","556"
"29.04.2024 05:30 - 29.04.2024 06:00","N/A","550"
"29.04.2024 06:00 - 29.04.2024 06:30","N/A","565"
"29.04.2024 06:30 - 29.04.2024 07:00","N/A","581"
"29.04.2024 07:00 - 29.04.2024 07:30","N/A","621"
"29.04.2024 07:30 - 29.04.2024 08:00","N/A","684"
"29.04.2024 08:00 - 29.04.2024 08:30","N/A","782"
"29.04.2024 08:30 - 29.04.2024 09:00","N/A","897"
"29.04.2024 09:00 - 29.04.2024 09:30","N/A","965"
"29.04.2024 09:30 - 29.04.2024 10:00","N/A","999"
"29.04.2024 10:00 - 29.04.2024 10:30","N/A","1014"
"29.04.2024 10:30 - 29.04.2024 11:00","N/A","1015"
"29.04.2024 11:00 - 29.04.2024 11:30","N/A","1013"
"29.04.2024 11:30 - 29.04.2024 12:00","N/A","1015"
"29.04.2024 12:00 - 29.04.2024 12:30","N/A","1024"
"29.04.2024 12:30 - 29.04.2024 13:00","N/A","1018"
"29.04.2024 13:00 - 29.04.2024 13:30","N/A","1000"
"29.04.2024 13:30 - 29.04.2024 14:00","N/A","995"
"29.04.2024 14:00 - 29.04.2024 14:30","N/A","985"
"29.04.2024 14:30 - 29.04.2024 15:00","N/A","945"
"29.04.2024 15:00 - 29.04.2024 15:30","N/A","916"
"29.04.2024 15:30 - 29.04.2024 16:00","N/A","907"
"29.04.2024 16:00 - 29.04.2024 16:30","N/A","879"
"29.04.2024 16:30 - 29.04.2024 17:00","N/A","885"
"29.04.2024 17:00 - 29.04.2024 17:30","N/A","884"
"29.04.2024 17:30 - 29.04.2024 18:00","N/A","921"
"29.04.2024 18:00 - 29.04.2024 18:30","N/A","965"
"29.04.2024 18:30 - 29.04.2024 19:00","N/A","994"
"29.04.2024 19:00 - 29.04.2024 19:30","N/A","984"
"29.04.2024 19:30 - 29.04.2024 20:00","N/A","958"
"29.04.2024 20:00 - 29.04.2024 20:30","N/A","938"
"29.04.2024 20:30 - 29.04.2024 21:00","N/A","941"
"29.04.2024 21:00 - 29.04.2024 21:30","N/A","947"
"29.04.2024 21:30 - 29.04.2024 22:00","N/A","949"
"29.04.2024 22:00 - 29.04.2024 22:30","N/A","957"
"29.04.2024 22:30 - 29.04.2024 23:00","N/A","958"
"29.04.2024 23:00 - 29.04.2024 23:30","N/A","N/A"
"29.04.2024 23:30 - 30.04.2024 00:00","N/A","N/A"
"30.04.2024 00:00 - 30.04.2024 00:30","N/A","786"
"30.04.2024 00:30 - 30.04.2024 01:00","N/A","729"
"30.04.2024 01:00 - 30.04.2024 01:30","N/A","683"
"30.04.2024 01:30 - 30.04.2024 02:00","N/A","650"
"30.04.2024 02:00 - 30.04.2024 02:30","N/A","625"
"30.04.2024 02:30 - 30.04.2024 03:00","N/A","619"
"30.04.2024 03:00 - 30.04.2024 03:30","N/A","608"
"30.04.2024 03:30 - 30.04.2024 04:00","N/A","623"
"30.04.2024 04:00 - 30.04.2024 04:30","N/A","616"
"30.04.2024 04:30 - 30.04.2024 05:00","N/A","612"
"30.04.2024 05:00 - 30.04.2024 05:30","N/A","601"
"30.04.2024 05:30 - 30.04.2024 06:00","N/A","604"
"30.04.2024 06:00 - 30.04.2024 06:30","N/A","617"
"30.04.2024 06:30 - 30.04.2024 07:00","N/A","638"
"30.04.2024 07:00 - 30.04.2024 07:30","N/A","675"
"30.04.2024 07:30 - 30.04.2024 08:00","N/A","744"
"30.04.2024 08:00 - 30.04.2024 08:30","N/A","841"
"30.04.2024 08:30 - 30.04.2024 09:00","N/A","942"
"30.04.2024 09:00 - 30.04.2024 09:30","N/A","1012"
"30.04.2024 09:30 - 30.04.2024 10:00","N/A","1041"
"30.04.2024 10:00 - 30.04.2024 10:30","N/A","1060"
"30.04.2024 10:30 - 30.04.2024 11:00","N/A","1067"
"30.04.2024 11:00 - 30.04.2024 11:30","N/A","1059"
"30.04.2024 11:30 - 30.04.2024 12:00","N/A","1040"
"30.04.2024 12:00 - 30.04.2024 12:30","N/A","1025"
"30.04.2024 12:30 - 30.04.2024 13:00","N/A","1007"
"30.04.2024 13:00 - 30.04.2024 13:30","N/A","1005"
"30.04.2024 13:30 - 30.04.2024 14:00","N/A","1018"
"30.04.2024 14:00 - 30.04.2024 14:30","N/A","1010"
"30.04.2024 14:30 - 30.04.2024 15:00","N/A","991"
"30.04.2024 15:00 - 30.04.2024 15:30","N/A","991"
"30.04.2024 15:30 - 30.04.2024 16:00","N/A","989"
"30.04.2024 16:00 - 30.04.2024 16:30","N/A","975"
"30.04.2024 16:30 - 30.04.2024 17:00","N/A","969"
"30.04.2024 17:00 - 30.04.2024 17:30","N/A","970"
"30.04.2024 17:30 - 30.04.2024 18:00","N/A","1006"
"30.04.2024 18:00 - 30.04.2024 18:30","N/A","1031"
"30.04.2024 18:30 - 30.04.2024 19:00","N/A","1043"
"30.04.2024 19:00 - 30.04.2024 19:30","N/A","1019"
"30.04.2024 19:30 - 30.04.2024 20:00","N/A","971"
"30.04.2024 20:00 - 30.04.2024 20:30","N/A","924"
"30.04.2024 20:30 - 30.04.2024 21:00","N/A","909"
"30.04.2024 21:00 - 30.04.2024 21:30","N/A","901"
"30.04.2024 21:30 - 30.04.2024 22:00","N/A","893"
"30.04.2024 22:00 - 30.04.2024 22:30","N/A","893"
"30.04.2024 22:30 - 30.04.2024 23:00","N/A","898"
"30.04.2024 23:00 - 30.04.2024 23:30","N/A","853"
"30.04.2024 23:30 - 01.05.2024 00:00","N/A","795"
"01.05.2024 00:00 - 01.05.2024 00:30","N/A","735"
"01.05.2024 00:30 - 01.05.2024 01:00","N/A","681"
"01.05.2024 01:00 - 01.05.2024 01:30","N/A","637"
"01.05.2024 01:30 - 01.05.2024 02:00","N/A","613"
"01.05.2024 02:00 - 01.05.2024 02:30","N/A","597"
"01.05.2024 02:30 - 01.05.2024 03:00","N/A","588"
"01.05.2024 03:00 - 01.05.2024 03:30","N/A","588"
"01.05.2024 03:30 - 01.05.2024 04:00","N/A","607"
"01.05.2024 04:00 - 01.05.2024 04:30","N/A","606"
"01.05.2024 04:30 - 01.05.2024 05:00","N/A","600"
"01.05.2024 05:00 - 01.05.2024 05:30","N/A","592"
"01.05.2024 05:30 - 01.05.2024 06:00","N/A","592"
"01.05.2024 06:00 - 01.05.2024 06:30","N/A","608"
"01.05.2024 06:30 - 01.05.2024 07:00","N/A","620"
"01.05.2024 07:00 - 01.05.2024 07:30","N/A","654"
"01.05.2024 07:30 - 01.05.2024 08:00","N/A","732"
"01.05.2024 08:00 - 01.05.2024 08:30","N/A","826"
"01.05.2024 08:30 - 01.05.2024 09:00","N/A","924"
"01.05.2024 09:00 - 01.05.2024 09:30","N/A","985"
"01.05.2024 09:30 - 01.05.2024 10:00","N/A","1004"
"01.05.2024 10:00 - 01.05.2024 10:30","N/A","1008"
"01.05.2024 10:30 - 01.05.2024 11:00","N/A","1002"
"01.05.2024 11:00 - 01.05.2024 11:30","N/A","994"
"01.05.2024 11:30 - 01.05.2024 12:00","N/A","982"
"01.05.2024 12:00 - 01.05.2024 12:30","N/A","980"
"01.05.2024 12:30 - 01.05.2024 13:00","N/A","962"
"01.05.2024 13:00 - 01.05.2024 13:30","N/A","950"
"01.05.2024 13:30 - 01.05.2024 14:00","N/A","948"
"01.05.2024 14:00 - 01.05.2024 14:30","N/A","939"
"01.05.2024 14:30 - 01.05.2024 15:00","N/A","891"
"01.05.2024 15:00 - 01.05.2024 15:30","N/A","884"
"01.05.2024 15:30 - 01.05.2024 16:00","N/A","896"
"01.05.2024 16:00 - 01.05.2024 16:30","N/A","903"
"01.05.2024 16:30 - 01.05.2024 17:00","N/A","922"
"01.05.2024 17:00 - 01.05.2024 17:30","N/A","949"
"01.05.2024 17:30 - 01.05.2024 18:00","N/A","987"
"01.05.2024 18:00 - 01.05.2024 18:30","N/A","1031"
"01.05.2024 18:30 - 01.05.2024 19:00","N/A","1042"
"01.05.2024 19:00 - 01.05.2024 19:30","N/A","1032"
"01.05.2024 19:30 - 01.05.2024 20:00","N/A","1007"
"01.05.2024 20:00 - 01.05.2024 20:30","N/A","992"
"01.05.2024 20:30 - 01.05.2024 21:00","N/A","990"
"01.05.2024 21:00 - 01.05.2024 21:30","N/A","980"
"01.05.2024 21:30 - 01.05.2024 22:00","N/A","969"
"01.05.2024 22:00 - 01.05.2024 22:30","N/A","971"
"01.05.2024 22:30 - 01.05.2024 23:00","N/A","960"
"01.05.2024 23:00 - 01.05.2024 23:30","N/A","913"
"01.05.2024 23:30 - 02.05.2024 00:00","N/A","856"
"02.05.2024 00:00 - 02.05.2024 00:30","N/A","791"
"02.05.2024 00:30 - 02.05.2024 01:00","N/A","735"
"02.05.2024 01:00 - 02.05.2024 01:30","N/A","687"
"02.05.2024 01:30 - 02.05.2024 02:00","N/A","657"
"02.05.2024 02:00 - 02.05.2024 02:30","N/A","639"
"02.05.2024 02:30 - 02.05.2024 03:00","N/A","629"
"02.05.2024 03:00 - 02.05.2024 03:30","N/A","627"
"02.05.2024 03:30 - 02.05.2024 04:00","N/A","640"
"02.05.2024 04:00 - 02.05.2024 04:30","N/A","631"
"02.05.2024 04:30 - 02.05.2024 05:00","N/A","613"
"02.05.2024 05:00 - 02.05.2024 05:30","N/A","603"
"02.05.2024 05:30 - 02.05.2024 06:00","N/A","601"
"02.05.2024 06:00 - 02.05.2024 06:30","N/A","607"
"02.05.2024 06:30 - 02.05.2024 07:00","N/A","614"
"02.05.2024 07:00 - 02.05.2024 07:30","N/A","647"
"02.05.2024 07:30 - 02.05.2024 08:00","N/A","713"
"02.05.2024 08:00 - 02.05.2024 08:30","N/A","806"
"02.05.2024 08:30 - 02.05.2024 09:00","N/A","903"
"02.05.2024 09:00 - 02.05.2024 09:30","N/A","974"
"02.05.2024 09:30 - 02.05.2024 10:00","N/A","998"
"02.05.2024 10:00 - 02.05.2024 10:30","N/A","1007"
"02.05.2024 10:30 - 02.05.2024 11:00","N/A","1003"
"02.05.2024 11:00 - 02.05.2024 11:30","N/A","970"
"02.05.2024 11:30 - 02.05.2024 12:00","N/A","958"
"02.05.2024 12:00 - 02.05.2024 12:30","N/A","956"
"02.05.2024 12:30 - 02.05.2024 13:00","N/A","924"
"02.05.2024 13:00 - 02.05.2024 13:30","N/A","908"
"02.05.2024 13:30 - 02.05.2024 14:00","N/A","899"
"02.05.2024 14:00 - 02.05.2024 14:30","N/A","876"
"02.05.2024 14:30 - 02.05.2024 15:00","N/A","835"
"02.05.2024 15:00 - 02.05.2024 15:30","N/A","819"
"02.05.2024 15:30 - 02.05.2024 16:00","N/A","815"
"02.05.2024 16:00 - 02.05.2024 16:30","N/A","816"
"02.05.2024 16:30 - 02.05.2024 17:00","N/A","827"
"02.05.2024 17:00 - 02.05.2024 17:30","N/A","850"
"02.05.2024 17:30 - 02.05.2024 18:00","N/A","894"
"02.05.2024 18:00 - 02.05.2024 18:30","N/A","934"
"02.05.2024 18:30 - 02.05.2024 19:00","N/A","967"
"02.05.2024 19:00 - 02.05.2024 19:30","N/A","953"
"02.05.2024 19:30 - 02.05.2024 20:00","N/A","938"
"02.05.2024 20:00 - 02.05.2024 20:30","N/A","922"
"02.05.2024 20:30 - 02.05.2024 21:00","N/A","919"
"02.05.2024 21:00 - 02.05.2024 21:30","N/A","910"
"02.05.2024 21:30 - 02.05.2024 22:00","N/A","907"
"02.05.2024 22:00 - 02.05.2024 22:30","N/A","908"
"02.05.2024 22:30 - 02.05.2024 23:00","N/A","910"
"02.05.2024 23:00 - 02.05.2024 23:30","N/A","868"
"02.05.2024 23:30 - 03.05.2024 00:00","N/A","811"
"03.05.2024 00:00 - 03.05.2024 00:30","N/A","751"
"03.05.2024 00:30 - 03.05.2024 01:00","N/A","688"
"03.05.2024 01:00 - 03.05.2024 01:30","N/A","651"
"03.05.2024 01:30 - 03.05.2024 02:00","N/A","628"
"03.05.2024 02:00 - 03.05.2024 02:30","N/A","601"
"03.05.2024 02:30 - 03.05.2024 03:00","N/A","589"
"03.05.2024 03:00 - 03.05.2024 03:30","N/A","580"
"03.05.2024 03:30 - 03.05.2024 04:00","N/A","597"
"03.05.2024 04:00 - 03.05.2024 04:30","N/A","595"
"03.05.2024 04:30 - 03.05.2024 05:00","N/A","587"
"03.05.2024 05:00 - 03.05.2024 05:30","N/A","583"
"03.05.2024 05:30 - 03.05.2024 06:00","N/A","578"
"03.05.2024 06:00 - 03.05.2024 06:30","N/A","587"
"03.05.2024 06:30 - 03.05.2024 07:00","N/A","593"
"03.05.2024 07:00 - 03.05.2024 07:30","N/A","633"
"03.05.2024 07:30 - 03.05.2024 08:00","N/A","714"
"03.05.2024 08:00 - 03.05.2024 08:30","N/A","795"
"03.05.2024 08:30 - 03.05.2024 09:00","N/A","893"
"03.05.2024 09:00 - 03.05.2024 09:30","N/A","953"
"03.05.2024 09:30 - 03.05.2024 10:00","N/A","992"
"03.05.2024 10:00 - 03.05.2024 10:30","N/A","991"
"03.05.2024 10:30 - 03.05.2024 11:00","N/A","1005"
"03.05.2024 11:00 - 03.05.2024 11:30","N/A","977"
"03.05.2024 11:30 - 03.05.2024 12:00","N/A","970"
"03.05.2024 12:00 - 03.05.2024 12:30","N/A","978"
"03.05.2024 12:30 - 03.05.2024 13:00","N/A","979"
"03.05.2024 13:00 - 03.05.2024 13:30","N/A","979"
"03.05.2024 13:30 - 03.05.2024 14:00","N/A","974"
"03.05.2024 14:00 - 03.05.2024 14:30","N/A","941"
"03.05.2024 14:30 - 03.05.2024 15:00","N/A","912"
"03.05.2024 15:00 - 03.05.2024 15:30","N/A","891"
"03.05.2024 15:30 - 03.05.2024 16:00","N/A","877"
"03.05.2024 16:00 - 03.05.2024 16:30","N/A","878"
"03.05.2024 16:30 - 03.05.2024 17:00","N/A","877"
"03.05.2024 17:00 - 03.05.2024 17:30","N/A","892"
"03.05.2024 17:30 - 03.05.2024 18:00","N/A","924"
"03.05.2024 18:00 - 03.05.2024 18:30","N/A","971"
"03.05.2024 18:30 - 03.05.2024 19:00","N/A","1000"
"03.05.2024 19:00 - 03.05.2024 19:30","N/A","1000"
"03.05.2024 19:30 - 03.05.2024 20:00","N/A","983"
"03.05.2024 20:00 - 03.05.2024 20:30","N/A","968"
"03.05.2024 20:30 - 03.05.2024 21:00","N/A","945"
"03.05.2024 21:00 - 03.05.2024 21:30","N/A","923"
"03.05.2024 21:30 - 03.05.2024 22:00","N/A","905"
"03.05.2024 22:00 - 03.05.2024 22:30","N/A","887"
"03.05.2024 22:30 - 03.05.2024 23:00","N/A","882"
"03.05.2024 23:00 - 03.05.2024 23:30","N/A","848"
"03.05.2024 23:30 - 04.05.2024 00:00","N/A","804"
"04.05.2024 00:00 - 04.05.2024 00:30","N/A","756"
"04.05.2024 00:30 - 04.05.2024 01:00","N/A","706"
"04.05.2024 01:00 - 04.05.2024 01:30","N/A","668"
"04.05.2024 01:30 - 04.05.2024 02:00","N/A","640"
"04.05.2024 02:00 - 04.05.2024 02:30","N/A","617"
"04.05.2024 02:30 - 04.05.2024 03:00","N/A","604"
"04.05.2024 03:00 - 04.05.2024 03:30","N/A","594"
"04.05.2024 03:30 - 04.05.2024 04:00","N/A","607"
"04.05.2024 04:00 - 04.05.2024 04:30","N/A","596"
"04.05.2024 04:30 - 04.05.2024 05:00","N/A","584"
"04.05.2024 05:00 - 04.05.2024 05:30","N/A","576"
"04.05.2024 05:30 - 04.05.2024 06:00","N/A","579"
"04.05.2024 06:00 - 04.05.2024 06:30","N/A","583"
"04.05.2024 06:30 - 04.05.2024 07:00","N/A","585"
"04.05.2024 07:00 - 04.05.2024 07:30","N/A","600"
"04.05.2024 07:30 - 04.05.2024 08:00","N/A","628"
"04.05.2024 08:00 - 04.05.2024 08:30","N/A","656"
"04.05.2024 08:30 - 04.05.2024 09:00","N/A","706"
"04.05.2024 09:00 - 04.05.2024 09:30","N/A","761"
"04.05.2024 09:30 - 04.05.2024 10:00","N/A","814"
"04.05.2024 10:00 - 04.05.2024 10:30","N/A","865"
"04.05.2024 10:30 - 04.05.2024 11:00","N/A","893"
"04.05.2024 11:00 - 04.05.2024 11:30","N/A","916"
"04.05.2024 11:30 - 04.05.2024 12:00","N/A","928"
"04.05.2024 12:00 - 04.05.2024 12:30","N/A","937"
"04.05.2024 12:30 - 04.05.2024 13:00","N/A","939"
"04.05.2024 13:00 - 04.05.2024 13:30","N/A","943"
"04.05.2024 13:30 - 04.05.2024 14:00","N/A","949"
"04.05.2024 14:00 - 04.05.2024 14:30","N/A","941"
"04.05.2024 14:30 - 04.05.2024 15:00","N/A","928"
"04.05.2024 15:00 - 04.05.2024 15:30","N/A","905"
"04.05.2024 15:30 - 04.05.2024 16:00","N/A","886"
"04.05.2024 16:00 - 04.05.2024 16:30","N/A","878"
"04.05.2024 16:30 - 04.05.2024 17:00","N/A","874"
"04.05.2024 17:00 - 04.05.2024 17:30","N/A","878"
"04.05.2024 17:30 - 04.05.2024 18:00","N/A","900"
"04.05.2024 18:00 - 04.05.2024 18:30","N/A","931"
"04.05.2024 18:30 - 04.05.2024 19:00","N/A","959"
"04.05.2024 19:00 - 04.05.2024 19:30","N/A","966"
"04.05.2024 19:30 - 04.05.2024 20:00","N/A","948"
"04.05.2024 20:00 - 04.05.2024 20:30","N/A","926"
